OverallQual,GrLivArea,2ndFlrSF,TotalBsmtSF,BsmtFinSF1,GarageCars,1stFlrSF,GarageArea,LotArea,YearBuilt,TotRmsAbvGrd,YearRemodAdd,LotFrontage,FullBath
0.596529352047,0.11790452751,0.0413890983964,0.0461717010938,0.0434212223364,0.0241419328378,0.0258464477018,0.0197738328593,0.0201338982695,0.0185362755657,0.0109468176402,0.01547542892,0.0136791475424,0.00605031728022
