mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
9.28002610207,0.00655126571655,0.89476302678,0.990668454461,0.07,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.07}",14,0.908930120398,0.991130319983,0.841189307602,0.991315093416,0.905064490255,0.990935722012,0.911452858465,0.989537958297,0.907314242096,0.9904231786,0.663405894091,0.00164741211683,0.0269022358168,0.00063891712581
18.1809677124,0.0142740726471,0.893888367223,0.997103779172,0.07,4,1000,"{'min_samples_split': 4, 'n_estimators': 1000, 'learning_rate': 0.07}",22,0.907749362599,0.997212094766,0.845168110878,0.997400613298,0.90275581379,0.997036923923,0.906826898191,0.996743580222,0.907061855006,0.997125683651,1.27344565389,0.005020669137,0.0244544140506,0.000216580460899
8.5900021553,0.00662159919739,0.894854750432,0.990560391597,0.07,5,500,"{'min_samples_split': 5, 'n_estimators': 500, 'learning_rate': 0.07}",13,0.912735131143,0.991163181379,0.851509221033,0.990936980665,0.898849856346,0.990709843789,0.902592108556,0.989718677317,0.908675245942,0.990273274835,0.356706309941,0.00394957255496,0.0222240928543,0.000513503606333
16.5802362442,0.010941028595,0.895580404676,0.997118632884,0.07,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.07}",9,0.914693014371,0.997194499695,0.856074582453,0.997369755691,0.902787552194,0.997022593682,0.898227279984,0.996924045482,0.9061899158,0.99708226987,1.09044182746,0.00251634720821,0.0205000272754,0.000153119882196
8.67197847366,0.00944175720215,0.895547201489,0.994572461154,0.1,2,500,"{'min_samples_split': 2, 'n_estimators': 500, 'learning_rate': 0.1}",11,0.907036271172,0.994656855317,0.841965956346,0.994974612648,0.90412071866,0.994640933907,0.916397007237,0.993887637604,0.908361199464,0.994702266294,0.292764860631,0.00418030463153,0.0271316970983,0.000363144430213
17.7227101803,0.0137212276459,0.895527607854,0.99881327862,0.1,2,1000,"{'min_samples_split': 2, 'n_estimators': 1000, 'learning_rate': 0.1}",12,0.906663791059,0.998837304575,0.84313698326,0.998927356457,0.909824867842,0.998819844278,0.910713280822,0.998688931516,0.907441372981,0.998792956272,1.0541127989,0.00473963829194,0.026271196325,7.68235736816e-05
8.89237356186,0.0106196403503,0.895817412197,0.994690684015,0.1,3,500,"{'min_samples_split': 3, 'n_estimators': 500, 'learning_rate': 0.1}",8,0.906061469024,0.994875210504,0.847211717953,0.995070251652,0.909581198351,0.994539581552,0.908656151199,0.994377356457,0.907708805968,0.994591019911,0.662424210035,0.00561063667902,0.0243620597577,0.000248620458717
17.6589243412,0.0127241134644,0.896393998566,0.998838865405,0.1,3,1000,"{'min_samples_split': 3, 'n_estimators': 1000, 'learning_rate': 0.1}",3,0.904011607387,0.998895741478,0.841448308176,0.998997305097,0.911633824183,0.998783659574,0.915560402381,0.998701893833,0.909479050986,0.998815727044,0.765826277949,0.00291084423395,0.0277603119247,0.000100679990948
8.49220848083,0.00514874458313,0.900352305494,0.994566762892,0.1,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.1}",1,0.911500020201,0.99483396447,0.845185665966,0.994781283504,0.91715193504,0.994426774791,0.916288745817,0.994125832399,0.91178694984,0.994665959296,0.523632290151,0.00070588896934,0.0277135506984,0.000261255457709
19.9163163185,0.013916349411,0.899682763239,0.998767056379,0.1,4,1000,"{'min_samples_split': 4, 'n_estimators': 1000, 'learning_rate': 0.1}",2,0.909991392375,0.998816262899,0.850067826681,0.998872727605,0.912633900531,0.998709958605,0.916869867623,0.998681746787,0.908986367976,0.998754585999,1.67939033139,0.00514761490865,0.0249885725712,6.96865586837e-05
10.9085101604,0.0120294094086,0.896154085042,0.994505460822,0.1,5,500,"{'min_samples_split': 5, 'n_estimators': 500, 'learning_rate': 0.1}",5,0.910623841774,0.994807690128,0.849963924148,0.994399398703,0.907761428886,0.994384712174,0.908372970624,0.994422021759,0.904157640485,0.994513481348,0.347619034864,0.00377983457393,0.0232179007265,0.000157606071331
19.9644656181,0.0155961513519,0.896005538544,0.998786936451,0.1,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.1}",6,0.908553659076,0.998792529365,0.84668897744,0.998887676584,0.910653796557,0.998800057879,0.905445175439,0.998705335238,0.908812871932,0.998749083192,2.57316539875,0.00508273004029,0.024746679251,6.07349227943e-05
