mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
5.76774458885,0.0062376499176,0.893063460202,0.99467982943,0.5,0.1,ls,3,auto,2,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 3}",33,0.908568112046,0.994698181425,0.865079067726,0.994783929914,0.902794335852,0.994548892763,0.902035628621,0.994565239708,0.886883190355,0.994802903337,0.0819739834662,0.00216836873746,0.015739928372,0.000106391830688
11.562810421,0.0086754322052,0.894781465168,0.998840875885,0.5,0.1,ls,3,auto,2,5,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 3}",13,0.908371673294,0.998718667335,0.862865825055,0.998942895382,0.906136277463,0.998791675653,0.907871000148,0.998852816611,0.888725741024,0.998898324443,0.0953362224805,0.000271288102217,0.0175628208482,7.90018836989e-05
5.58684782982,0.00705375671387,0.890198244471,0.994072871377,0.5,0.1,ls,3,auto,2,10,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 3}",67,0.910937720338,0.994247099132,0.862710242264,0.994196654043,0.902812842354,0.994012486066,0.896868669069,0.993890252303,0.877685019112,0.994017865339,0.106524370712,0.00405806352385,0.0175947336225,0.000130919238476
11.5374441147,0.00874886512756,0.890038714748,0.998632174652,0.5,0.1,ls,3,auto,2,10,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 3}",70,0.908974390341,0.998646517366,0.860101279491,0.998759442218,0.898340575092,0.99854993725,0.905163495612,0.998607569709,0.877651770304,0.998597406717,0.168140543629,0.000202702270115,0.0184818685421,7.06823170613e-05
0.859539318085,0.00649709701538,0.893113430042,0.996644627896,0.5,0.1,ls,4,sqrt,1,2,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",31,0.920367631451,0.996906599817,0.85766706818,0.99656708934,0.899587390457,0.996392552783,0.915739326473,0.996758894311,0.87223398248,0.996598003229,0.0158955352576,7.25755553617e-05,0.024461390175,0.000175165093935
1.64763655663,0.0116318225861,0.89112814212,0.99940087294,0.5,0.1,ls,4,sqrt,1,2,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",56,0.916169051053,0.999377518933,0.875136810183,0.999455563245,0.8845450304,0.999336276031,0.920760860284,0.999422401863,0.85899775324,0.999412604627,0.0149979640024,0.000181725424918,0.023814700403,4.07684357489e-05
0.817516136169,0.00644226074219,0.894717565898,0.996321698438,0.5,0.1,ls,4,sqrt,1,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",15,0.915270941961,0.996510396087,0.854891846468,0.996517640451,0.904928889372,0.996243864277,0.917615293256,0.996107624854,0.880947314789,0.996228966522,0.0167107485707,8.59785660433e-05,0.0237896991042,0.000164003011715
1.60226573944,0.0115236759186,0.891910859881,0.999288804742,0.5,0.1,ls,4,sqrt,1,5,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",47,0.916683733466,0.999264713549,0.857225396317,0.999330595628,0.900600966388,0.999295972208,0.919073215599,0.999311242048,0.866005168981,0.999241500277,0.015642666022,4.8456463234e-05,0.0257017587286,3.19980670361e-05
0.796491384506,0.0068000793457,0.894361409998,0.9957533144,0.5,0.1,ls,4,sqrt,1,10,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",21,0.914705304844,0.995761290791,0.849046011813,0.996102184591,0.89112271087,0.995617357769,0.924131625505,0.995273951094,0.892887505588,0.996011787757,0.0244627531474,0.000771046371908,0.0259620735914,0.00029558616108
1.6471373558,0.0125789642334,0.891108951813,0.999101274763,0.5,0.1,ls,4,sqrt,1,10,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",57,0.922909455129,0.999102162651,0.874626272998,0.99918227955,0.887650324032,0.998989745932,0.897867486938,0.999060931372,0.872438399883,0.999171254308,0.0329402234638,0.0016163828985,0.0183916899959,7.14506400936e-05
0.90407242775,0.00678477287292,0.888949949905,0.99597785809,0.5,0.1,ls,4,sqrt,2,2,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",89,0.929347204277,0.996012691973,0.87482541707,0.996066604318,0.891865606273,0.995644315836,0.908184829365,0.995885193427,0.840436096949,0.996280484894,0.0334098212953,0.000377685751532,0.0302110474357,0.000210004500099
