mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
59.4008718014,0.0199708938599,0.893721501061,0.995242659265,0.07,2,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.07, 'min_samples_leaf': 2}",7,0.907720479973,0.995221860073,0.857871960895,0.995501314498,0.900598721898,0.995129839912,0.914072206318,0.995013728779,0.888344136221,0.995346553065,1.35718609729,0.0122674119322,0.019857111392,0.000169272816422
29.4353378773,0.0198705196381,0.881283962405,0.987266940187,0.07,5,2,500,"{'min_samples_split': 2, 'n_estimators': 500, 'learning_rate': 0.07, 'min_samples_leaf': 5}",52,0.89598131572,0.986858643446,0.831052036781,0.987606168597,0.890932899215,0.988336544876,0.918220497335,0.986334462202,0.870233062975,0.987198881814,2.88876930348,0.0222209192355,0.0293897618867,0.000678230560881
58.6198845863,0.032656621933,0.88073468575,0.995250769497,0.07,5,2,1000,"{'min_samples_split': 2, 'n_estimators': 1000, 'learning_rate': 0.07, 'min_samples_leaf': 5}",54,0.894886447213,0.99505969474,0.831228062357,0.995487701921,0.888215954051,0.995454743688,0.91931393127,0.995211722837,0.870029033858,0.9950399843,1.82489269337,0.0106514743867,0.0293602338376,0.000189845752218
30.7298267841,0.0169664382935,0.881416909258,0.987266940187,0.07,5,3,500,"{'min_samples_split': 3, 'n_estimators': 500, 'learning_rate': 0.07, 'min_samples_leaf': 5}",49,0.896525278776,0.986858643446,0.831212987745,0.987606168597,0.890972483316,0.988336544876,0.91813858965,0.986334462202,0.870235206805,0.987198881814,3.28689165979,0.00392837786031,0.0293718158815,0.000678230560881
74.1112314224,0.0277073860168,0.880738697687,0.995250769497,0.07,5,3,1000,"{'min_samples_split': 3, 'n_estimators': 1000, 'learning_rate': 0.07, 'min_samples_leaf': 5}",53,0.894880494987,0.99505969474,0.831338005844,0.995487701921,0.888336209786,0.995454743688,0.919232699302,0.995211722837,0.869906078517,0.9950399843,1.31276797289,0.00879482445468,0.0293164621808,0.000189845752218
36.1627855778,0.018675994873,0.881289886254,0.987266940187,0.07,5,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.07, 'min_samples_leaf': 5}",51,0.896528717142,0.986858643446,0.831156432444,0.987606168597,0.890566750401,0.988336544876,0.918051360238,0.986334462202,0.870146171043,0.987198881814,1.17656452635,0.00826523202664,0.0293504130271,0.000678230560881
66.9712499619,0.0245445728302,0.880654084257,0.995250769497,0.07,5,4,1000,"{'min_samples_split': 4, 'n_estimators': 1000, 'learning_rate': 0.07, 'min_samples_leaf': 5}",56,0.894105312887,0.99505969474,0.831517729752,0.995487701921,0.888520533408,0.995454743688,0.919120476867,0.995211722837,0.870006368372,0.9950399843,1.87996834824,0.00689280248019,0.0291555659248,0.000189845752218
34.7549374104,0.0173135757446,0.881360785975,0.987266940187,0.07,5,5,500,"{'min_samples_split': 5, 'n_estimators': 500, 'learning_rate': 0.07, 'min_samples_leaf': 5}",50,0.895896380865,0.986858643446,0.831333384417,0.987606168597,0.891156195957,0.988336544876,0.918190816793,0.986334462202,0.870227151846,0.987198881814,1.07761933619,0.00441501851701,0.0292929461174,0.000678230560881
58.6199048042,0.0214013576508,0.880682281201,0.995250769497,0.07,5,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.07, 'min_samples_leaf': 5}",55,0.894673982054,0.99505969474,0.831401215959,0.995487701921,0.888157945376,0.995454743688,0.919280167153,0.995211722837,0.869898095465,0.9950399843,1.9880046405,0.00574623536487,0.0292792489691,0.000189845752218
25.1984534264,0.0115905761719,0.890598223943,0.990909732583,0.1,1,2,500,"{'min_samples_split': 2, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 1}",34,0.904123185549,0.99120111782,0.849880886549,0.991234779123,0.902074016206,0.990612508003,0.90715313173,0.990126315605,0.889759899679,0.991373942363,1.84648702395,0.00533801361662,0.0212004137618,0.000470772969029
45.9974293709,0.0223242282867,0.89223597502,0.996398686263,0.1,1,2,1000,"{'min_samples_split': 2, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 1}",16,0.903043894766,0.996800496765,0.852832393987,0.996352929299,0.905271007734,0.99628100234,0.909548814401,0.995902624693,0.890483764213,0.996656378216,1.54964491355,0.00598082873871,0.0206986475666,0.000313010258351
23.4034999847,0.0134750366211,0.89478196934,0.990783745295,0.1,1,3,500,"{'min_samples_split': 3, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 1}",3,0.909309157385,0.991329754289,0.853859579026,0.990982043184,0.902599439962,0.990336068601,0.91955372533,0.990086180161,0.888587944997,0.991184680242,1.12800228477,0.00565907019928,0.0227982451115,0.000486869231825
45.2560081482,0.0220016002655,0.893193076987,0.996371727645,0.1,1,3,1000,"{'min_samples_split': 3, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 1}",9,0.910093603507,0.996694865901,0.849411721818,0.996356447741,0.902233591348,0.996231101284,0.916572995626,0.99610986095,0.887653472638,0.996466362347,0.776673772491,0.0104797299125,0.023922681994,0.000200976353935
23.4093290329,0.0115300178528,0.894074265093,0.990559624469,0.1,1,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 1}",6,0.90642422682,0.990984848104,0.846025386167,0.990658395327,0.902023939581,0.990182636082,0.913292820923,0.99014447336,0.902604951974,0.990827769474,0.741200010961,0.00377067954487,0.0243579110437,0.00033968904996
44.9675331593,0.0200126171112,0.895744508414,0.996327242624,0.1,1,4,1000,"{'min_samples_split': 4, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 1}",1,0.907637733881,0.996618487095,0.858462691886,0.996245802833,0.905372555971,0.996083816502,0.916293543706,0.996194971044,0.890956016628,0.996493135647,1.88412633914,0.0110661154115,0.0203434238043,0.000197852634229
22.7830835819,0.0116279602051,0.890383832021,0.990489502194,0.1,1,5,500,"{'min_samples_split': 5, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 1}",37,0.902371653481,0.990577101195,0.835773103103,0.991025599008,0.902457773457,0.989780006561,0.913171293142,0.990282293748,0.898145336925,0.990782510457,0.903880915598,0.00244862159585,0.0277536627524,0.000430638273972
44.379104948,0.0164534091949,0.890632756567,0.996234969953,0.1,1,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 1}",33,0.903741131548,0.996431473282,0.837052680069,0.996429557237,0.902672331102,0.995745642904,0.913524496775,0.996195304174,0.89617314334,0.996372872169,0.581827931595,0.00838032469371,0.0273581179999,0.00025942595307
25.7140161991,0.0248764038086,0.8892254989,0.992365685837,0.1,2,2,500,"{'min_samples_split': 2, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 2}",44,0.910581451517,0.992540474423,0.854909679183,0.99253227516,0.895841153222,0.99218518307,0.910445306735,0.991750456688,0.874349903843,0.992820039844,0.933350224744,0.0164432006314,0.0216747901952,0.000367648955043
59.0407660007,0.0423525810242,0.890421794258,0.997656477538,0.1,2,2,1000,"{'min_samples_split': 2, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 2}",36,0.913084474102,0.99773204879,0.847824071548,0.997789224252,0.900851440069,0.997542385826,0.911733903063,0.997488630248,0.878615082506,0.997730098575,1.70867845511,0.0194968224745,0.0246192809547,0.000118272898668
33.6109489918,0.0149509906769,0.887972495223,0.992365685837,0.1,2,3,500,"{'min_samples_split': 3, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 2}",48,0.912926008181,0.992540474423,0.854909679183,0.99253227516,0.900297999577,0.99218518307,0.89737888533,0.991750456688,0.874349903843,0.992820039844,2.04083980135,0.0076738196441,0.0206968637324,0.000367648955043
62.0775744438,0.0238366127014,0.890644114522,0.997656477538,0.1,2,3,1000,"{'min_samples_split': 3, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 2}",31,0.913392948417,0.99773204879,0.85349960046,0.997789224252,0.899512741476,0.997542385826,0.909082207031,0.997488630248,0.877733075227,0.997730098575,1.66500704353,0.0059818881818,0.0222824374947,0.000118272898668
29.414098835,0.0114791870117,0.890585275732,0.992365685837,0.1,2,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 2}",35,0.913122553189,0.992540474423,0.854455286197,0.99253227516,0.900297999577,0.99218518307,0.907679404542,0.991750456688,0.877371135152,0.992820039844,0.873141740947,0.00529394635542,0.0217920387964,0.000367648955043
55.313137579,0.0182111740112,0.891955465846,0.997656477538,0.1,2,4,1000,"{'min_samples_split': 4, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 2}",19,0.913392948417,0.99773204879,0.854015951472,0.997789224252,0.901516783616,0.997542385826,0.913945523624,0.997488630248,0.876906122102,0.997730098575,1.39378525694,0.00826483565804,0.0232397788099,0.000118272898668
27.9544117928,0.0137145996094,0.891849533739,0.992387300928,0.1,2,5,500,"{'min_samples_split': 5, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 2}",20,0.911295011596,0.992581629463,0.86334720486,0.992534101805,0.90226319446,0.991980444072,0.90043448638,0.992198046229,0.881907771397,0.992642283073,1.69884779097,0.00401455987956,0.017155137659,0.000255217481056
63.5752078056,0.0326776504517,0.895101064217,0.997662431204,0.1,2,5,1000,"{'min_samples_split': 5, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 2}",2,0.911978569077,0.99779905964,0.863389495242,0.997823049613,0.903985861656,0.99743200001,0.913848739829,0.997446780026,0.882302655283,0.997811266729,2.61642698956,0.0140837732728,0.0194148809667,0.000182330240076
32.8544027805,0.0132381916046,0.876983297484,0.991941493755,0.1,5,2,500,"{'min_samples_split': 2, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 5}",71,0.895449323408,0.991888804103,0.815437941755,0.992309603751,0.886542973257,0.992462292812,0.916923809876,0.992032071404,0.870562439124,0.991014696705,2.11910133467,0.00514863549129,0.0342247988404,0.000505305830091
62.4715675354,0.0308618068695,0.87734477613,0.997751988556,0.1,5,2,1000,"{'min_samples_split': 2, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 5}",66,0.894431694903,0.997741281268,0.817492024914,0.998057502626,0.885765343116,0.997926176967,0.918374940083,0.997732761717,0.870659877633,0.997302220204,1.90345195801,0.00664063878116,0.0336849604175,0.000255521559586
31.8052017689,0.0218224048615,0.877052161633,0.991941493755,0.1,5,3,500,"{'min_samples_split': 3, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 5}",70,0.895473876892,0.991888804103,0.81528975707,0.992309603751,0.886706031855,0.992462292812,0.917193256292,0.992032071404,0.870597886056,0.991014696705,0.932689635496,0.016441973842,0.0343514674342,0.000505305830091
63.1208557606,0.0281023979187,0.877340237447,0.997751988556,0.1,5,3,1000,"{'min_samples_split': 3, 'n_estimators': 1000, 'learning_rate': 0.1, 'min_samples_leaf': 5}",67,0.894574851568,0.997741281268,0.817268072267,0.998057502626,0.885934055107,0.997926176967,0.918374940083,0.997732761717,0.870549268209,0.997302220204,2.31102298257,0.0129656637979,0.0337920545067,0.000255521559586
30.4328338146,0.0122182369232,0.876973291152,0.991941493755,0.1,5,4,500,"{'min_samples_split': 4, 'n_estimators': 500, 'learning_rate': 0.1, 'min_samples_leaf': 5}",72,0.895567412532,0.991888804103,0.81504316711,0.992309603751,0.886524670741,0.992462292812,0.917257911828,0.992032071404,0.870473293547,0.991014696705,1.22324317,0.00499802910994,0.0344598638932,0.000505305830091
