,test-rmse-mean,test-rmse-std,train-rmse-mean,train-rmse-std
409,27285.3335938,4484.53776336,13834.221875,275.226375266
410,27277.498047,4492.27542215,13806.9843752,274.402076565
411,27260.0960938,4494.88716086,13782.325,274.918142529
412,27249.2136716,4494.29305963,13754.0109374,275.344391175
413,27240.0523438,4497.44914528,13727.9785156,274.357713679
414,27229.9808592,4499.00523332,13700.0035158,270.42320815
415,27220.9003906,4505.24686018,13672.3775392,271.177637291
416,27206.6933594,4503.49166699,13646.856836,272.741506607
417,27195.2265626,4506.93465242,13621.0605466,270.008525582
418,27181.7132814,4512.302818,13595.1371094,268.833139953
419,27169.657031,4515.8793607,13568.0642582,269.469738337
420,27160.7859376,4515.76388062,13540.5972654,268.773275249
421,27152.182422,4517.62593762,13512.8814452,267.437658667
422,27143.1929688,4521.88042674,13485.5691408,267.247211444
423,27140.5203126,4527.68706259,13459.540039,270.687157791
424,27131.9722654,4531.92063721,13432.9857422,269.63049814
425,27126.93125,4529.74045606,13407.4222656,270.198246153
426,27113.3023436,4532.18931514,13382.643164,268.871062241
427,27100.7765626,4538.93035605,13358.8320312,269.382858463
428,27092.573047,4541.32068968,13333.5751952,269.244934062
429,27082.6265626,4540.72429731,13310.3083984,268.92669837
430,27075.9390624,4546.43173944,13287.3349606,268.969311613
431,27070.6843748,4555.86612978,13263.6138674,267.129784642
432,27061.58125,4559.22753374,13236.944922,265.800084129
433,27055.5855468,4565.08537955,13209.8628908,264.753574163
434,27045.6589846,4564.31308314,13188.6089844,266.087015658
435,27036.3714846,4564.49004193,13163.7941408,265.674300858
436,27029.7304686,4566.13615576,13142.8960936,267.726930661
437,27025.1308594,4572.22958778,13117.944922,267.26968586
438,27011.482422,4569.51670159,13092.9648438,265.653822916
439,27006.4316406,4570.50106894,13069.4113282,266.921507672
440,26994.2593752,4575.84207179,13046.2607422,265.060601353
441,26983.657031,4579.0402713,13024.9046878,263.731787704
442,26975.5277344,4582.59970094,13000.1923826,262.888633089
443,26969.6734376,4586.92951452,12978.7949218,262.70342996
444,26965.5851562,4595.44494193,12953.9548828,262.144219241
445,26960.9957032,4599.79560063,12932.0164064,265.196744623
446,26956.2273436,4598.08011492,12909.850586,264.000568423
447,26955.3621092,4603.87239653,12886.8070312,264.404848867
448,26945.2621094,4606.13824499,12865.1886718,266.185025499
449,26941.9570312,4612.6580399,12844.866992,267.957033192
450,26934.7132812,4611.18140341,12822.3908202,267.546865906
451,26928.4773436,4607.94402111,12801.315234,266.431260758
452,26928.7769532,4610.84834163,12780.4132812,269.378098184
453,26923.6246094,4615.83937711,12761.8759766,268.875704402
454,26913.6542968,4619.38870598,12740.6962892,268.235475508
455,26904.3070316,4619.65487229,12719.3070312,268.197396788
456,26890.1609378,4617.38801862,12698.956836,271.608582886
457,26886.6839846,4617.98111576,12679.4007812,273.654180138
458,26884.1636718,4624.6414388,12659.1701172,272.197565765
459,26883.888672,4628.39722255,12640.6484376,272.468269015
460,26879.823828,4637.1297797,12623.5972656,274.85927428
461,26868.1605468,4633.53743634,12604.6648436,274.384952457
462,26861.2347658,4635.97897804,12586.1851564,273.793259553
463,26858.5824218,4640.31582035,12570.8089844,272.871955749
464,26853.7617188,4645.49852324,12550.5236328,274.019424502
465,26846.5636718,4644.30120549,12531.1710938,278.038109516
466,26840.6937498,4643.45045701,12513.7558594,277.647333414
467,26835.2656252,4647.59295297,12493.8302734,277.98453995
468,26826.0328126,4645.09978353,12475.8796874,279.427278911
469,26819.3101562,4646.00782291,12459.0281252,278.175062054
470,26814.6261718,4648.85643635,12439.8707032,279.277163203
471,26807.4058594,4642.02743578,12420.1841796,280.02374477
472,26805.741797,4639.54658083,12404.261328,279.541687589
473,26800.4835938,4639.87840577,12388.1878906,280.182358066
474,26802.2535156,4642.57004842,12370.1839846,280.388091755
475,26796.5621096,4647.70817916,12352.3646486,280.337531242
476,26790.6269532,4650.03293331,12334.5689452,281.663097879
477,26784.9953124,4648.91471744,12316.2966798,282.792561989
478,26781.4851562,4653.3517149,12299.0451174,280.887467951
479,26776.6046874,4662.22587836,12281.4935546,280.797136376
480,26769.8339844,4664.79939853,12262.8697266,282.055458477
481,26766.3675782,4667.31332924,12247.3746094,281.548077543
482,26765.0410156,4666.60199203,12231.6533204,280.531161356
483,26756.3753904,4669.44539712,12214.558008,279.10667925
484,26749.0148436,4670.47455511,12197.282031,276.839294121
485,26746.0730468,4675.05807835,12181.7210938,276.498944362
