,test-rmse-mean,test-rmse-std,train-rmse-mean,train-rmse-std
89,87361.6078124,5345.10271984,86094.24375,910.144708357
90,86632.2046876,5327.73361381,85335.2375002,905.846365887
91,85904.5609378,5313.9376377,84580.121875,901.891200394
92,85201.328125,5303.18364424,83836.9578126,889.721212776
93,84470.2046872,5285.83562503,83092.746875,881.512819071
94,83747.0078126,5275.02536894,82355.965625,868.764960007
95,83040.9359376,5252.34155821,81628.875,861.889405309
96,82335.0046874,5228.69655096,80906.8234376,851.284317192
97,81645.165625,5205.48712036,80198.5921872,850.534357087
98,80972.3343752,5175.64562709,79500.2156248,844.985313659
99,80306.2656252,5155.19965787,78801.1328126,837.779694746
100,79648.1781252,5130.66023001,78112.440625,831.719007998
101,79004.2140624,5124.51156755,77436.896875,827.502217686
102,78348.528125,5104.96785237,76761.5375,821.907392111
103,77703.0750002,5092.40090991,76089.0890626,824.802327433
104,77093.884375,5076.65570328,75430.0093748,817.41694582
105,76472.8453124,5060.33886751,74774.0796874,804.152459466
106,75860.3984374,5049.10218646,74125.371875,793.153872067
107,75255.0421876,5019.27730945,73484.090625,788.378407311
108,74646.40625,5002.48841634,72845.3406252,784.276924324
109,74049.8671876,4992.60635817,72213.38125,781.254248823
110,73453.7015626,4984.7238961,71592.459375,768.079482147
111,72868.3203124,4974.29094672,70973.7875002,764.236088353
112,72307.2593748,4967.79144017,70363.4484374,759.382992318
113,71733.6085936,4947.99062761,69753.2656248,752.750237644
114,71183.461719,4951.31324007,69157.4171874,740.023106932
115,70628.3929688,4953.96871273,68564.2828126,728.965692618
116,70069.9757814,4929.93514228,67982.9140626,736.601647124
117,69511.896875,4906.95379436,67397.08125,738.716531467
118,68971.9375,4897.58014873,66814.6218748,731.145613367
119,68438.390625,4880.30755521,66243.8757812,731.731279281
120,67897.0992188,4868.33491334,65677.6234374,720.897494757
121,67386.2453124,4858.11854052,65125.9937502,718.123097291
122,66867.0390626,4840.54295537,64574.183594,715.938106863
123,66348.5945314,4808.66278143,64031.3742188,716.704129141
124,65831.417969,4804.30884036,63490.2671874,711.448848223
125,65351.5367188,4803.54287818,62951.6398438,703.248250972
126,64849.5085938,4797.66890665,62421.41875,698.015983857
127,64360.522656,4781.73960601,61903.409375,696.72810275
128,63878.490625,4758.50607198,61383.4703124,687.4729355
129,63405.1421876,4751.86118803,60873.4999998,679.922529858
130,62927.4765624,4741.84982361,60366.8585938,673.724171571
131,62455.1046876,4740.34129081,59861.0773438,667.411258959
132,61981.653125,4721.99549524,59353.9195314,663.709477548
133,61521.3953126,4699.30102146,58860.9984376,657.831039689
134,61070.6640624,4696.7408834,58378.3070312,653.069912442
135,60615.5749998,4690.02693708,57896.492969,651.78571393
136,60166.1195312,4669.84652721,57412.825,645.266421609
137,59728.1890624,4656.11451349,56936.8093748,642.07038884
138,59305.7742188,4652.61696572,56464.9398438,635.070956083
139,58876.48125,4643.98217202,55997.4875,630.636525788
140,58444.178125,4638.65275892,55536.0640626,623.839948795
141,58028.9421874,4626.5820242,55080.5585938,616.78726966
142,57625.3390624,4626.7116994,54628.571094,609.660781005
143,57217.7992186,4625.55351651,54180.7187498,601.972524849
144,56815.7984376,4620.95981856,53735.5992188,595.561310466
145,56415.3273438,4602.82211234,53296.8140624,594.508617932
146,56022.1218748,4596.24897533,52860.375,581.677576556
147,55631.613281,4586.30659415,52427.9742188,575.11464935
148,55247.0359374,4572.47050938,52006.3523436,572.537327701
149,54860.6507814,4566.40658287,51582.0765622,566.981053055
150,54481.4132812,4556.21698329,51160.4585936,563.43514381
151,54104.9546874,4539.87340341,50748.1851564,562.893194731
152,53738.6898438,4524.77882057,50341.5453124,558.255062836
153,53361.613281,4503.18957739,49930.4929686,556.582060352
154,53002.2234378,4497.44854425,49529.0835936,547.875289592
155,52643.8421874,4494.88340959,49135.0828124,540.895424073
156,52305.1148436,4494.34089447,48745.6023438,537.627515521
157,51958.9617186,4482.37438554,48359.19375,535.162249717
158,51615.8593752,4473.98378049,47976.1093752,529.513970349
159,51275.2531254,4465.95148181,47591.6984376,527.006518355
160,50944.1828128,4466.23889437,47216.0000002,523.138077769
161,50614.7070316,4461.32323589,46841.615625,511.331176062
162,50286.936719,4449.02629812,46472.589844,509.68435774
163,49958.5671876,4437.78983004,46106.346094,510.714846533
164,49642.896875,4422.58515273,45744.9890626,501.947867544
165,49336.4687502,4417.70740975,45385.3257814,495.084941316
166,49034.475781,4417.81951963,45036.6968752,491.509753201
167,48722.3179688,4419.89845865,44679.6898438,485.340613998
168,48419.6765624,4400.72055433,44327.8984374,485.85943077
169,48117.1523436,4391.6748139,43983.0632812,481.579111874
170,47815.517969,4383.83422397,43640.6992188,476.903424496
171,47521.9890624,4374.27707302,43304.0796874,481.206033046
172,47232.0773438,4359.57399227,42969.5242186,479.849136209
173,46944.2859376,4343.03347869,42636.421875,475.45184691
174,46661.6929686,4333.44853313,42311.0367186,470.862994007
175,46388.0671876,4332.89519433,41987.46875,462.320107069
176,46111.425,4334.32207079,41666.059375,457.077380422
177,45833.2664064,4326.51271568,41349.5460936,454.203271853
178,45545.8039062,4309.0084466,41031.0164062,449.150347922
179,45286.8335938,4309.1402151,40723.4968748,445.462254216
180,45021.8953124,4304.16600886,40416.9304688,443.573557504
181,44766.5789062,4304.09470301,40108.1507812,443.489651411
182,44509.8796878,4299.13065001,39807.9929688,441.891303253
183,44247.910156,4299.18271097,39505.5031246,437.974430821
184,44003.0374998,4294.88465691,39212.0835938,437.331671437
185,43755.797656,4289.69392936,38916.2875002,432.896374189
186,43526.2492186,4281.72169326,38626.125,430.87847921
187,43287.3015624,4277.06798645,38338.0968752,426.513398874
188,43048.4898436,4268.3567093,38050.9203126,422.789922726
189,42828.1695312,4263.99286817,37772.5414064,422.780609177
190,42604.6460938,4260.16735213,37500.0460938,413.900380214
191,42383.5929688,4261.31865756,37229.0398436,409.389003459
192,42160.471875,4258.45866223,36956.2695314,407.235312721
193,41948.8093748,4260.05628555,36687.8351564,402.148045909
194,41731.2039062,4253.28421516,36425.4453126,397.775268776
195,41521.1023438,4247.64960259,36163.0437502,390.868660028
196,41310.5601562,4248.77376482,35903.6453126,389.590811329
197,41097.6257812,4247.20228783,35643.8046876,386.739050522
198,40883.9664062,4244.49968979,35385.0429688,382.829178018
199,40684.2999998,4254.48846694,35130.5710938,374.313236539
200,40486.3898438,4246.34959654,34878.2835936,368.363020526
201,40286.0515624,4247.13235418,34625.555469,366.750849253
202,40078.240625,4237.21460016,34377.3812502,365.283466058
203,39879.1765624,4241.33566102,34134.252344,363.088724497
204,39686.1914062,4243.55766323,33894.0546874,360.812106147
205,39497.6492188,4243.72940665,33656.0062498,359.173931825
206,39305.1710938,4247.63620069,33424.9000002,353.668427099
207,39118.6070312,4248.56919251,33191.5906246,348.226480973
208,38938.6390624,4246.95111421,32963.7113282,343.074641719
209,38759.4429688,4255.65654693,32734.6332032,341.037567764
210,38586.70625,4253.84995033,32512.1128902,339.273676533
211,38412.4953126,4253.00803837,32286.8554688,334.242526546
212,38238.3734376,4252.10000009,32068.7664064,330.43043244
213,38075.2503906,4251.61582893,31848.8042968,326.081900651
214,37906.034375,4251.93297523,31627.9695314,318.627806583
215,37737.4632812,4251.45980351,31414.10625,316.051190168
216,37564.9933594,4248.76129354,31202.103125,313.431554503
217,37406.2390624,4249.78661706,30990.8656252,308.944592144
218,37247.6441406,4244.84468433,30783.3550782,305.014827727
219,37090.9234374,4243.81262415,30577.6421874,303.981900605
220,36938.691406,4247.403008,30375.5535156,303.240598604
221,36784.3859374,4244.61049059,30175.1210938,306.539707854
222,36617.9375,4228.79149675,29974.5753908,306.72257745
223,36466.7304686,4224.7556392,29778.65625,304.737188275
224,36319.9210938,4226.21321118,29585.6410156,300.32198949
225,36173.3687502,4229.51521647,29393.4847658,295.13322846
226,36032.7046874,4236.09533749,29204.0699218,296.240522786
227,35905.7453126,4235.38053201,29016.353125,293.694917677
228,35769.5164062,4231.03309477,28828.451172,291.972913117
229,35636.2035158,4234.46189467,28646.5496094,293.068792679
230,35499.8222658,4238.6516762,28465.6960938,286.803750346
231,35365.0417966,4240.34509308,28286.3152344,279.285188737
232,35241.2664064,4252.27708908,28105.9035156,275.885059819
233,35116.2742188,4250.55810581,27928.761328,272.95098688
234,34981.328906,4245.17397893,27754.5484374,272.786526485
235,34857.3289066,4248.54767381,27581.0089846,275.081422949
236,34734.541797,4240.64389405,27411.557422,272.56395354
237,34604.6,4231.07578952,27239.9058596,269.220736865
238,34484.2499998,4224.15285241,27070.6222652,268.876744775
239,34363.059375,4218.88141858,26904.9039062,265.735046784
240,34250.4734376,4226.85126384,26744.2269532,262.878098052
241,34143.7285158,4234.26414802,26580.1578124,265.448835796
242,34028.6335938,4236.18325267,26419.8617188,263.841701547
243,33911.2699216,4234.77424908,26261.805078,261.373649755
244,33814.2710936,4256.10381956,26101.8289062,260.591749194
245,33698.0753906,4252.03209049,25942.420703,256.49224307
246,33594.863672,4248.42748968,25791.038672,260.897670233
247,33492.3359374,4250.20855034,25638.409766,261.499006536
248,33387.1777344,4251.25489589,25487.371875,258.015293506
249,33280.0855468,4243.75530376,25337.3171876,255.25965833
250,33175.5937498,4240.29800086,25188.9781248,254.029329309
251,33080.0238282,4240.67794325,25041.7238282,254.871926476
252,32987.6007812,4238.92751553,24896.3589842,256.673402434
253,32892.8191406,4238.85392209,24752.713672,259.013016407
254,32803.103125,4241.52694993,24612.1679686,259.401452876
255,32704.6976564,4243.4201532,24472.53125,256.742587773
256,32607.0421876,4234.50797014,24333.2,252.944688415
257,32515.4691408,4235.97301366,24197.9699222,252.280612059
258,32422.0441406,4227.72847161,24064.6566404,251.035799947
259,32333.757031,4233.05583452,23930.1921876,248.808181417
260,32246.2902344,4232.99921346,23795.628125,249.66404872
261,32164.338672,4241.25702434,23668.758203,245.952851985
262,32081.5289062,4241.47000808,23540.921875,244.486488853
263,32000.0554686,4245.44353824,23412.8632812,246.150762477
264,31925.9820312,4248.5607389,23288.6671876,243.136526667
265,31848.7578124,4255.39611462,23162.3355468,243.240613623
266,31765.7203124,4252.36055157,23038.8875,238.332849876
267,31686.6894534,4247.41978875,22914.2289062,238.479840117
268,31615.5972656,4250.40942179,22791.8359374,234.918327841
269,31544.873828,4256.60029453,22668.510156,231.859635829
270,31466.5945312,4256.93266659,22545.164453,235.431628236
271,31400.3316406,4266.50190353,22429.4996092,234.362259979
272,31322.651172,4273.87988018,22310.6039064,232.746993334
273,31246.6449218,4273.65780028,22194.1925782,229.179728749
274,31176.8339846,4270.78779233,22084.8609374,229.016975587
275,31106.1941408,4270.22624878,21973.1902346,228.671855807
276,31042.9976564,4261.2425213,21862.0023438,226.548755346
277,30976.6378904,4262.87376985,21752.5980468,225.263462646
278,30910.8769532,4257.91678372,21642.0996094,223.923115737
279,30835.616797,4249.83436593,21533.9101564,222.806379838
280,30774.8292968,4253.32036786,21427.9371092,224.172569018
281,30716.3421872,4253.53973184,21321.929297,220.97751429
282,30655.7070312,4249.03678594,21214.7808594,222.016155871
283,30592.145703,4254.19323056,21115.9742186,221.765399207
284,30533.0808592,4250.49520481,21015.4191406,219.17987528
285,30473.067578,4253.40359264,20915.2875,219.422718065
286,30415.6585938,4249.21505251,20814.3496092,219.753914513
287,30356.6945312,4251.63575535,20713.7097656,217.988151458
288,30300.4554688,4247.85879321,20617.6203126,217.325642351
289,30245.3472654,4256.979951,20518.63125,216.607332907
290,30185.2613282,4253.12341782,20422.9074218,215.552814745
291,30131.5574218,4253.64626206,20326.7589844,213.482220905
292,30079.6175782,4252.5594221,20233.9433594,212.909022549
293,30032.6703124,4255.20425617,20143.405078,212.915182352
294,29978.2640624,4257.42702828,20050.6652346,214.07090267
295,29925.0433592,4260.1704325,19958.4378908,211.078842027
296,29877.3304688,4268.65742046,19870.7796876,211.467916267
297,29826.7828126,4277.06567105,19784.2101562,212.103612902
298,29779.4347654,4274.70017755,19698.290625,212.741552903
299,29735.0804688,4282.69448335,19614.7460938,211.125714467
300,29677.665625,4285.72107453,19528.3070314,213.593964828
301,29633.1691408,4297.52522223,19440.0390624,208.518202337
302,29581.336328,4297.63921866,19358.1410158,206.280738313
303,29533.573828,4304.41151401,19277.33125,208.198969226
304,29483.9125002,4306.72810555,19193.7058592,206.856039379
305,29429.5101562,4300.74933568,19110.9636718,205.41189161
306,29387.9121092,4309.97570204,19026.4925782,203.502360033
307,29351.9433594,4317.87996463,18946.116797,201.229149177
308,29303.3011716,4320.75175757,18866.7359376,198.892116795
309,29263.623828,4327.69914159,18793.2921874,198.211040279
310,29219.2933592,4326.77982,18713.1859376,197.747319064
311,29168.7414064,4324.64947362,18637.284375,195.533996317
312,29126.3492188,4332.81426774,18561.7429686,191.133604312
313,29080.8843748,4332.702285,18486.6074218,190.121748584
314,29044.3882814,4344.62606518,18414.0695312,189.498505314
315,29010.240625,4346.98826717,18343.41875,189.20131555
316,28968.6249998,4352.07282044,18271.5785156,189.312155752
317,28925.2332032,4345.17292422,18199.2050784,187.13507904
318,28885.551953,4349.12290945,18126.7386718,185.043075905
319,28846.4519532,4355.28203536,18053.8156252,182.782590241
320,28805.6554686,4350.31906185,17985.5531252,183.099635346
321,28767.3925778,4356.79723532,17919.5101562,181.988831442
322,28730.1347656,4361.04647062,17851.6453124,181.107498526
323,28696.1179688,4370.61677539,17787.067578,179.423128984
324,28670.2667966,4376.64365804,17723.017578,175.931835778
325,28637.0183596,4381.01358595,17658.4117186,174.595370039
326,28604.4316406,4381.56747116,17596.3148438,172.749557161
327,28568.6988282,4386.62613307,17532.3394532,173.73520478
328,28542.9179688,4391.09887377,17469.592578,173.282585222
329,28516.1750002,4393.02657032,17407.8148438,171.151272944
330,28476.35625,4385.71373784,17347.6906252,173.339964015
331,28444.9753908,4380.79752378,17287.8410158,170.73190311
332,28411.450781,4378.43192691,17226.1632812,170.584988301
333,28379.3757812,4378.13091955,17170.120703,169.335653573
334,28354.1492188,4381.38831278,17107.86875,169.538068578
335,28325.4519532,4382.14850035,17046.9003906,170.383986831
336,28291.3351562,4380.91915641,16991.7464846,172.326970677
337,28272.8871096,4388.09508361,16934.7515626,172.253065574
338,28243.0207034,4387.41258766,16878.5316406,173.78020583
339,28211.1703126,4390.06014155,16819.3191406,174.860189866
340,28176.8113284,4389.24336147,16758.828906,173.210771429
341,28152.1578124,4389.68497802,16702.9679688,173.40337467
342,28120.9296876,4394.49711225,16647.7261718,173.490304302
343,28095.7269528,4396.79585699,16595.1802736,172.000211273
344,28081.4777344,4405.16783798,16543.1185546,170.840192364
345,28058.7007814,4405.47606849,16488.1970704,170.743670466
346,28040.7441408,4410.19271823,16436.7470704,171.004985239
347,28009.3910154,4409.45182726,16381.9775392,168.239427714
348,27989.176172,4412.98271886,16331.9345704,170.074968422
349,27968.1582032,4418.39894926,16281.611133,169.424270815
350,27945.9703126,4417.59071664,16229.3013672,171.182379235
351,27927.9648438,4420.47603343,16180.2816404,171.412606376
352,27901.0421874,4420.84553308,16132.4185548,167.84325171
353,27879.6457032,4419.78088588,16085.372461,171.621023539
354,27854.8476564,4420.28955221,16039.4392578,170.501258195
355,27830.7386718,4417.727818,15991.9496092,170.547497751
356,27805.884375,4419.34668838,15946.9083984,167.896298892
357,27782.7249998,4415.97072463,15899.8386718,168.787822331
358,27764.2042968,4421.89304291,15856.466211,172.501714327
359,27745.5976562,4429.53581819,15811.3501954,172.52679623
360,27723.9589844,4429.5801301,15765.6355466,174.483090096
361,27706.671875,4430.78709607,15720.6773438,175.705663244
362,27689.0234374,4438.43880889,15675.8578128,173.739852603
363,27670.176172,4436.64856168,15633.1056642,171.623325538
364,27654.401172,4436.39093408,15589.6689454,173.730945061
365,27633.5222658,4438.3507292,15547.489453,172.487720461
366,27614.9015626,4436.43408378,15502.028711,174.524121855
367,27600.4890624,4441.64398117,15458.4175782,177.484517207
368,27583.7191406,4443.73904142,15416.7871094,176.85161057
369,27565.7910156,4445.21510441,15374.3863282,175.756563642
370,27549.3832032,4450.13245365,15332.8814454,173.635888344
371,27536.6117188,4452.91022667,15291.422656,175.665569504
372,27516.4210938,4453.54594879,15249.6541014,173.792903822
373,27502.458594,4456.4268698,15209.503906,173.846634664
374,27484.8878906,4458.24712893,15168.8158204,173.804380842
375,27469.5769532,4458.19902986,15128.2660156,176.259351849
376,27455.3531252,4460.09948743,15089.8894532,174.261872389
377,27437.7550782,4459.74004782,15053.4128906,174.4298752
378,27416.1265624,4463.51989155,15014.1845704,176.732621293
379,27401.5929686,4465.17454352,14979.9644532,176.403072038
380,27385.6753906,4467.84437655,14946.18125,178.29457911
381,27371.2390624,4466.35393921,14909.7478516,180.690240506
382,27353.1210936,4464.34385783,14876.1574218,184.062276682
383,27341.0171874,4469.66123096,14840.663672,183.698442139
384,27332.366797,4468.43103677,14806.4117186,185.872239577
385,27326.9878906,4472.43287054,14772.9146484,187.855348721
386,27307.9003906,4475.83992117,14737.0341798,187.871464819
387,27295.4027342,4474.18057049,14701.8861328,188.153185897
388,27284.464453,4480.083614,14669.2097656,185.687233948
389,27272.9667968,4483.32371899,14636.1789062,187.539382595
390,27260.2871094,4488.78403754,14602.3744142,188.418597506
391,27250.803125,4493.64954483,14569.839844,187.998653022
392,27234.667578,4495.25879718,14537.0408202,189.071599857
393,27226.2210938,4500.06658134,14505.2359374,188.292619659
394,27217.0136722,4506.02489675,14473.5775392,190.752054168
395,27206.7363282,4509.22297505,14441.7371092,190.717457017
396,27197.490625,4513.71921383,14408.2531252,188.918836961
397,27182.3140626,4518.43402868,14377.01875,186.664202075
398,27173.296875,4519.76499927,14346.1843752,185.57861834
399,27162.5242188,4524.03899762,14317.0462888,185.517571069
400,27152.1964844,4523.32899544,14286.2994142,186.403026434
401,27138.4613282,4519.34667322,14255.1179688,183.686220797
402,27123.4203128,4521.83603048,14224.157031,183.802742844
403,27109.0570314,4524.01807804,14194.9853516,184.32624835
404,27096.7386718,4522.25139433,14168.9214844,185.470834551
405,27086.698828,4521.20997234,14139.9693358,184.97136452
406,27079.580078,4521.83938737,14114.036914,186.133778936
407,27066.1621092,4519.58658808,14085.6115236,183.521722293
408,27058.8253906,4525.46529309,14055.3236328,182.270336738
409,27047.3921874,4530.12133174,14025.864453,181.812803762
410,27029.914453,4529.64927943,13998.3867188,182.834076959
411,27020.6238282,4538.78650995,13972.193164,181.117723738
412,27009.7308596,4540.11434935,13945.6759766,182.866389996
413,27001.1273438,4545.65527028,13917.9746094,183.670962559
414,26994.9203126,4549.90637199,13893.200586,183.543316569
415,26985.0843748,4555.15407697,13867.1222656,183.399486468
416,26977.757422,4558.80226764,13841.0273438,184.831037804
417,26966.5628908,4562.73791258,13815.7460938,181.765062836
418,26954.2035158,4567.92114749,13788.9101564,181.679670219
419,26950.8386716,4574.58451019,13765.295508,182.762967747
420,26940.8390624,4577.55834936,13741.6066406,181.246300206
421,26931.1945312,4577.22881975,13715.4396482,182.690121663
422,26921.1539064,4579.21419559,13691.9289062,180.853505854
423,26912.2867188,4583.84993689,13666.0158202,180.722587599
424,26906.8554688,4585.51478415,13643.671289,178.215194292
425,26896.1433596,4586.65275691,13618.9238282,178.818153762
426,26883.1703124,4593.18492263,13594.7609376,181.271975393
427,26872.203125,4589.63912337,13568.805664,183.23922428
428,26861.6503906,4588.84978476,13546.6726562,183.342499745
429,26846.2101562,4587.05470433,13522.7871094,185.287487075
430,26839.6007812,4590.69796872,13500.358203,184.03266264
431,26833.6871094,4590.50283946,13478.5839844,184.399597649
432,26825.901172,4592.30473517,13455.8683594,184.914065102
433,26821.5531252,4595.77388009,13433.6810548,185.819097944
434,26814.5359374,4600.26532459,13409.5632812,184.709529862
435,26807.205469,4607.94416234,13387.2136718,183.454681166
436,26797.0992188,4608.61198548,13363.690039,183.256333938
437,26794.0152344,4612.35931658,13343.4330078,185.255825591
438,26789.0261716,4615.07997837,13320.5615234,181.733751632
439,26782.5992186,4620.44619846,13298.2808592,183.635720189
440,26778.8210934,4623.47770108,13278.3064452,184.045718771
441,26768.25625,4620.54234455,13258.7279296,186.547409962
442,26759.71875,4626.81046939,13236.7121092,187.258507584
443,26754.1519532,4624.71409824,13217.9775392,187.686942827
444,26741.7839844,4618.77849097,13195.6724612,187.717870069
445,26732.3558594,4618.70765878,13176.5794924,188.073570927
446,26724.0249998,4621.54699924,13158.8605466,188.31268582
447,26716.8527342,4622.13022371,13138.066406,187.1710424
448,26707.8410158,4625.97696393,13117.8835938,187.490784663
449,26704.309375,4630.64152932,13098.7470702,185.777244179
450,26701.561328,4637.03243503,13079.2724608,187.154917778
451,26693.978125,4638.99573279,13061.2712892,189.891429356
452,26689.576172,4640.52080749,13042.5710938,190.974167562
453,26686.1390624,4644.04110444,13021.8384766,189.89973951
454,26677.14375,4646.58926987,13004.952539,190.016722604
455,26671.9007814,4647.06442785,12984.120508,191.095557762
456,26665.3554688,4653.48510585,12967.5871094,189.529882572
457,26658.8371094,4657.9143221,12948.2677736,189.276687587
458,26652.8441406,4661.87372305,12930.8000002,190.841486085
459,26645.175781,4668.12429361,12911.6933592,191.489132003
460,26636.2117188,4666.00776481,12891.6175782,190.860922889
461,26633.139453,4668.00262082,12875.2998048,190.234830088
462,26628.380078,4671.91411022,12857.8197266,191.01123391
463,26626.467578,4679.13666239,12840.0033204,191.595637798
464,26615.8722658,4684.710973,12819.3388674,189.274449187
465,26612.379297,4689.55080106,12800.4197266,189.879540309
466,26603.051953,4692.04910555,12782.8064452,189.650737601
467,26600.1578126,4695.28003157,12767.9835936,189.994627015
468,26594.2671874,4696.26118066,12749.5693358,191.778620582
469,26589.2097656,4697.40159713,12731.7773438,190.536671804
470,26586.9195312,4704.32382488,12713.0453124,190.318160647
471,26584.669922,4702.42500938,12696.8472658,190.431238558
472,26575.2707032,4704.37157608,12680.3509766,191.538129125
473,26570.0937502,4704.13558078,12663.0152344,193.731574663
474,26560.9085938,4700.29036077,12647.7583984,196.028445702
475,26553.7652344,4702.42281518,12632.410156,194.795898775
476,26543.2257812,4700.76731197,12615.6835936,195.39326061
477,26536.076172,4701.71338843,12597.993164,194.193407799
478,26531.0714842,4708.9679859,12580.7416016,192.314414468
479,26522.8468748,4716.69032715,12563.425,190.128964188
480,26512.9398436,4717.59940748,12546.4675784,190.992929927
481,26511.4578126,4721.98030289,12530.889453,192.456012382
482,26507.2210938,4724.55745349,12515.8552736,194.483976737
483,26500.9421872,4722.36512518,12500.3373046,195.636773365
484,26493.7320312,4724.64740391,12485.3972658,196.186907988
485,26487.925,4724.50948186,12468.3291014,195.57674547
486,26482.229297,4722.61985273,12453.271875,195.375994134
487,26478.7210938,4730.75799104,12436.4525392,195.637666465
